noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Cluster
stealth,-0.51328057,0.0,0.84266993,0.89958656,0.0,0.82198367,0.40533727,0.0,0.0,-0.97277659,-2.51008141,0
steam,0.41720462,0.0,0.84511778,0.94355941,0.0,0.86376399,0.48804829,0.0,0.0,-0.96829605,-1.75498879,0
steamroller,0.96315089,0.38061857,0.94529849,0.81581739,0.0,0.43655616,0.32303405,0.0,0.0,-0.96423292,-0.97394085,0
steel,0.75830862,0.0,0.87963277,0.9318136,0.0,0.3637889,0.48513922,0.0,0.0,-0.92592436,-0.97614151,0
steeple,0.58475623,0.34873572,0.94545355,0.94339252,0.0,0.90228689,0.34144118,0.0,0.0,-0.9782033,-1.91835034,0
stem,1.1529021,0.46758553,0.86222231,0.90042791,0.89193648,0.35536513,0.43279296,0.0,0.0,-0.93993163,-1.8174966,1
stench,0.51327762,0.0,0.89308792,0.89331284,0.0,0.68407893,0.48455536,0.0,0.0,-0.93011338,-1.51164407,0
stencil,0.0158807,0.0,0.91299832,0.85730571,0.0,0.34797263,0.32784009,0.0,0.0,-0.86993963,-1.56029642,0
step,1.87054765,0.2646561,0.91883492,0.96183369,0.0,0.85554981,0.40103358,0.0,0.0,-0.94929808,-0.58206236,0
step-aunt,0.1977542,0.40946046,0.80185431,0.79937905,0.0,0.84107462,0.0,-0.77564466,0.0,-0.97393459,-0.90443498,2
step-brother,1.56866059,0.25965405,0.77933332,0.83467588,0.0,0.37274867,0.28175256,0.0,0.0,-0.95950389,0.0,0
step-daughter,1.11042431,0.26330072,0.74121779,0.86528349,0.0,0.45381284,0.33076355,-0.57413417,0.0,-0.9698199,0.0,0
step-father,-0.99172926,0.27370292,0.73872218,0.82168528,0.0,0.35169899,0.0,-0.72958946,0.0,-0.97467494,-1.47327423,2
step-grandfather,-0.5019961,0.28194514,0.7119436,0.85735926,0.0,0.34974924,0.0,-0.76498652,0.0,-0.97256702,-0.9654398,2
step-grandmother,-0.54415801,0.33600017,0.72041139,0.88307041,0.0,0.34383747,0.0,-0.89820647,0.0,-0.97419131,-0.95507967,2
step-mother,-0.54583371,0.30911615,0.73059919,0.86296815,0.0,0.3797161,0.0,-0.8872959,0.0,-0.9760102,-0.9649272,2
step-sister,-0.69053459,0.3444179,0.74421346,0.87009507,0.0,0.65527394,0.0,-0.82899094,0.0,-0.96985245,-1.50569159,2
step-son,0.57433099,0.25363478,0.75336322,0.92057011,0.0,0.43006447,0.0,0.0,0.0,-0.97829998,-0.80500162,0
step-uncle,0.80504012,0.31818539,0.78605381,0.93061617,0.0,0.41867995,0.0,-0.691697,0.0,-0.9567982,0.0,0
stepdaughter,0.84616226,0.0,0.74687493,0.86305016,0.0,0.43246427,0.29306999,-0.53313673,0.0,-0.95616037,0.0,0
stepmother,-1.1425868,0.29553235,0.70103601,0.84353432,0.0,0.32447609,0.0,-0.90051645,-0.51683944,-0.96658283,-0.92322683,2
stepping-stone,2.5459125,0.41178375,0.91718712,0.92418095,0.0,0.76102611,0.44658092,0.0,0.0,-0.91484636,0.0,0
stepson,1.06177381,0.0,0.74496233,0.91817713,0.0,0.36321858,0.0,0.0,0.0,-0.96458423,0.0,0
stereo,0.79460239,0.45951223,0.96247542,0.94800121,0.0,0.84638464,0.37047285,0.0,0.0,-0.93468273,-1.85756123,0
stew,0.40010369,0.0,0.93289968,0.92731246,0.0,0.94254345,0.49107111,0.0,0.0,-0.97926903,-1.91445398,0
steward,-1.45529231,0.43221435,0.77454457,0.7301048,0.0,0.28256944,0.0,-0.60199505,-0.54005969,-0.9596287,-1.57304204,2
stick,0.06676432,0.0,0.91167104,0.89151892,0.0,0.36540484,0.41128439,0.0,0.0,-0.92817414,-1.58494073,0
sticker,0.3774792,0.0,0.95013216,0.89417145,0.0,0.64888749,0.4545286,0.0,0.0,-0.87757945,-1.69266105,0
stiletto,-0.36658812,0.0,0.90360099,0.85783798,0.0,0.62490427,0.0,0.0,0.0,-0.97241551,-1.78051585,0
still,0.34383515,0.0,0.0,0.87382105,0.54741943,0.0,0.37564975,-0.65977287,0.0,-0.79328221,0.0,1
stimulation,0.62951544,0.0,0.86632988,0.91285712,0.0,0.96819308,0.45818576,0.0,0.0,-0.97589016,-1.60016024,0
stimulus,0.33761856,0.0,0.86229229,0.95853373,0.0,0.91326258,0.48440102,0.0,0.0,-0.9577598,-1.92311126,0
sting,0.44746086,0.0,0.90323871,0.91880918,0.0,0.90914756,0.42353055,0.0,0.0,-0.92832774,-1.7789374,0
stinger,0.47591811,0.44106612,0.93199489,0.92109671,0.0,0.8380959,0.34517285,0.0,0.0,-0.93824351,-2.06326485,0
stir-fry,-0.66200626,0.0,0.94454131,0.82844591,0.0,0.97263485,0.48484132,0.0,0.0,-0.99181139,-2.90065825,0
stitch,-0.42222989,0.0,0.95345849,0.94628704,0.0,0.88054335,0.47415978,0.0,0.0,-0.77298993,-2.90368861,0
stitcher,0.4124707,0.45950639,0.85988137,0.75608361,0.0,0.43853655,0.0,0.0,-0.52011037,-0.89058405,-0.69084281,2
stock,-0.21357128,0.27514881,0.91183078,0.9400644,0.0,0.0,0.47059715,0.0,0.0,-0.89482015,-1.91639227,0
stock-in-trade,0.99932948,0.76586515,0.82879856,0.83036616,0.0,0.74229604,0.30560759,0.0,0.0,-0.95416117,-1.51944286,0
stockings,-1.11415717,0.0,0.0,0.0,0.0,0.94257519,0.44236732,-0.94709426,-0.62163919,-0.93036622,0.0,2
stole,0.77800325,0.0,0.35910869,0.86863843,0.0,0.45239401,0.0,0.0,0.0,-0.90213788,0.0,0
stomach,0.12195957,0.25516137,0.89895371,0.93026018,0.0,0.25910196,0.26393571,0.0,0.0,-0.93933624,-1.54611713,0
stone,0.80237365,0.0,0.93953782,0.92184144,0.0,0.33551693,0.46964645,0.0,0.0,-0.8978802,-0.96628881,0
stonework,1.63144884,0.0,0.84182161,0.91764373,0.0,0.95509851,0.48787066,0.0,0.0,-0.70536524,-0.86562043,0
stool,-0.23637339,0.25598839,0.95063138,0.88475809,0.0,0.0,0.44152573,0.0,0.0,-0.96736199,-1.80191499,0
stop,0.17341372,0.26823673,0.87347433,0.92253953,0.0,0.94439754,0.0,0.0,0.0,-0.90072376,-1.93451065,0
stopsign,0.44289517,0.29561019,0.76807296,0.83521372,0.0,0.0,0.0,0.0,0.0,-0.76184291,-0.69415879,0
stopwatch,0.3160814,0.36149666,0.94897723,0.94185606,0.0,0.61868352,0.0,0.0,0.0,-0.94722337,-1.60770869,0
storage,1.17205513,0.0,0.834443,0.84754199,0.0,0.89054832,0.4847371,0.0,0.0,-0.91890132,-0.96631396,0
store,-0.04203591,0.27386722,0.85521796,0.76568082,0.0,0.0,0.0,0.0,0.0,-0.95885348,-0.97794843,0
storey,0.7195394,0.0,0.80540448,0.75926536,0.0,0.30072504,0.33303684,0.0,0.0,-0.92749667,-0.55139565,0
storm,-0.09593192,0.0,0.90917835,0.91132182,0.0,0.86737257,0.0,0.0,0.0,-0.96636587,-1.81743878,0
story,1.75349256,0.28189307,0.93780458,0.92113936,0.0,0.93914515,0.4468334,0.0,0.0,-0.95081294,-0.82251006,0
story-telling,2.4041602,0.32038388,0.81089813,0.83633032,0.0,0.96763405,0.43381712,0.0,0.0,-0.9649033,0.0,0
storyboard,-0.25035495,0.42296124,0.91776755,0.84488875,0.0,0.0,0.39531586,0.0,0.0,-0.91187727,-1.91941106,0
stot,0.414491,0.34940767,0.70336464,0.95056388,0.0,0.52364844,0.0,0.0,0.0,-0.94532686,-1.16716677,0
stove,0.03431267,0.0,0.96090361,0.91177529,0.0,0.39037162,0.33422515,0.0,0.0,-0.98127514,-1.58168787,0
strait,0.41711342,0.61001042,0.88008597,0.95136595,0.0,0.85284942,0.0,0.0,0.0,-0.95508611,-1.92211223,0
strand,1.58220831,0.47879183,0.93491545,0.9284043,0.0,0.68443841,0.47318897,0.0,0.0,-0.94177413,-0.97575653,0
stranger,-2.21993551,0.0,0.71709186,0.39528707,0.0,0.66729644,0.32493165,-0.74407488,-0.71274793,-0.95370215,-1.91401756,2
strap,0.72417092,0.0,0.93808457,0.9031952,0.0,0.30761179,0.42809933,0.0,0.0,-0.92401749,-0.92880249,0
strategy,0.92884606,0.28846294,0.94485751,0.94641638,0.0,0.92920163,0.37827539,0.0,0.0,-0.93937606,-1.61899173,0
straw,-0.30965677,0.0,0.9343425,0.91831401,0.0,0.29432672,0.40723032,0.0,0.0,-0.94316578,-1.92070454,0
strawberry,0.63850483,0.0,0.9477821,0.93054786,0.0,0.85945013,0.46911439,0.0,0.0,-0.980156,-1.58823365,0
strawman,-0.39611039,0.34196076,0.87715667,0.46987233,0.0,0.56269923,0.0,0.0,0.0,-0.95725596,-1.69054341,0
stream,-0.15830383,0.48239446,0.93721074,0.95779443,0.0,0.87657127,0.37070894,0.0,0.0,-0.93642485,-2.84655881,0
street,0.58072194,0.0,0.92064318,0.9387826,0.0,0.29283383,0.33001316,0.0,0.0,-0.97044778,-0.93110305,0
streetcar,0.69033736,0.31173795,0.95568669,0.86917186,0.0,0.77154937,0.36185738,0.0,0.0,-0.94673032,-1.63293558,0
strength,1.51986057,0.34620813,0.87928793,0.95093003,0.0,0.7882784,0.47445247,0.0,0.0,-0.95502442,-0.96427196,0
stress,1.16180345,0.0,0.7796818,0.93233767,0.0,0.88577098,0.46822554,0.0,0.0,-0.97494221,-0.92927033,0
stretch,0.57856545,0.39147362,0.90623751,0.93501848,0.0,0.84141141,0.42153081,0.0,0.0,-0.98806638,-1.92904001,0
strife,0.57726687,0.28489727,0.81802315,0.74403545,0.0,0.94630706,0.45228043,0.0,0.0,-0.74594897,-1.92232752,0
strike,-0.68327758,0.40969414,0.89450467,0.93451843,0.0,0.95282573,0.0,0.0,0.0,-0.97846407,-2.89635646,0
string,1.74276623,0.45032996,0.93393409,0.93282571,0.0,0.82113531,0.48308507,0.0,0.0,-0.90872419,-0.96981972,0
strip,0.57511094,0.42069215,0.9089286,0.91520283,0.0,0.85545275,0.25205952,0.0,0.0,-0.89033318,-1.88689172,0
stripe,0.01877782,0.46847567,0.90621421,0.95936868,0.0,0.5672937,0.41421461,0.0,0.0,-0.89708585,-2.3997032,0
strobe,0.29454964,0.29250288,0.83355758,0.90055528,0.0,0.83021426,0.0,0.0,0.0,-0.96726978,-1.59501058,0
stroke,-0.19315103,0.0,0.92788327,0.94063252,0.0,0.76645222,0.0,0.0,0.0,-0.94336486,-1.88475418,0
structure,1.71542111,0.47672215,0.92932466,0.90324131,0.0,0.8135145,0.42092857,0.0,0.0,-0.85344303,-0.97486705,0
strudel,0.81518579,0.41743714,0.93093932,0.95200261,0.0,0.94242495,0.48068759,0.0,0.0,-0.98430485,-1.92400098,0
struggle,1.58930415,0.41678378,0.93646786,0.87329209,0.0,0.95731309,0.33231798,0.0,0.0,-0.96936643,-0.95750421,0
stucco,0.03274852,0.0,0.84055823,0.89330962,0.0,0.66850692,0.48505673,0.0,0.0,-0.97456217,-1.88012081,0
stud,0.49915719,0.84649044,0.8489626,0.85703737,0.0,0.82086957,0.0,0.0,0.0,-0.95608056,-1.91812223,0
student,0.06827483,0.58065623,0.73316467,0.64794946,0.0,0.42183223,0.30720925,0.0,-0.75817573,-0.92015427,-0.94420701,2
studio,-0.3770282,0.47377741,0.82563373,0.84585112,0.0,0.0,0.0,0.0,0.0,-0.95334363,-1.56894684,0
study,0.12077612,0.41543558,0.86930346,0.93814039,0.0,0.96205312,0.43419269,0.0,0.0,-0.96144444,-2.53690469,0
stuff,0.2685352,0.25975445,0.48206419,0.83635125,0.0,0.93800581,0.49052441,0.0,0.0,-0.85584164,-1.88232327,0
stumbling,-1.90237701,0.0,0.26799974,0.2745139,0.0,0.87428641,0.30273566,-0.79144865,0.0,-0.91198045,-1.91848361,2
stump,-0.28172004,0.0,0.89514345,0.94247901,0.0,0.0,0.46956295,0.0,0.0,-0.82311082,-1.76579463,0
stupidity,0.57687455,0.25802526,0.8512859,0.92851871,0.0,0.88534236,0.45935994,0.0,0.0,-0.87771523,-1.9279424,0
sturgeon,1.14545885,0.85293218,0.78222504,0.79741192,0.0,0.78841639,0.8283833,0.0,0.0,-0.98535293,-1.91855705,0
sty,0.6157963,0.45508736,0.85046789,0.92601791,0.0,0.87617823,0.31997281,0.0,0.0,-0.93746227,-1.87446564,0
style,0.16566876,0.32167301,0.96716949,0.95706713,0.0,0.95188376,0.4658615,0.0,0.0,-0.93319726,-2.56478888,0
styling,2.35163921,0.0,0.88628545,0.91263247,0.0,0.97557604,0.48239973,0.0,0.0,-0.90525448,0.0,0
stylus,0.2976034,0.3345871,0.92752379,0.93311235,0.0,0.33584225,0.38154727,0.0,0.0,-0.8627423,-1.75226706,0
sub,0.21734005,0.48072934,0.91860768,0.90522224,0.0,0.74728075,0.25543213,0.0,0.0,-0.76547521,-2.32445687,0
subcomponent,1.51207408,0.92418808,0.8427172,0.96488708,0.0,0.93606809,0.62632856,0.0,0.0,-0.87522811,-1.90688682,0
subconscious,-0.07867834,0.37650833,0.44377595,0.73526841,0.0,0.0,0.0,0.0,0.0,-0.67370075,-0.96053028,2
subcontractor,-0.12845829,0.4718689,0.79426402,0.87842834,0.0,0.34738213,0.0,-0.7161833,0.0,-0.94866121,-0.95555717,2
subexpression,3.72340932,0.45911285,0.93401989,0.94990733,0.0,0.95219982,0.42816943,0.0,0.0,0.0,0.0,1
subgroup,1.06696847,0.95303574,0.80194959,0.9559522,0.0,0.68455735,0.3137615,0.0,0.0,-0.90490633,-1.73738158,0
subject,1.87392452,0.35766953,0.82474071,0.92010382,0.0,0.28444877,0.42282185,0.0,0.0,-0.93586016,0.0,0
submarine,0.49781001,0.44073921,0.94318953,0.92918891,0.0,0.31342605,0.0,0.0,0.0,-0.90663433,-1.22209936,0
submitter,0.7398029,0.46740779,0.81331012,0.7862207,0.0,0.37247673,0.0,-0.76706046,0.0,-0.93255198,0.0,2
subprime,0.18755493,0.42073154,0.86579734,0.96158677,0.0,0.48437595,0.32669279,0.0,0.0,-0.9465645,-1.92506498,0
subroutine,3.06582418,0.46391529,0.88873649,0.95734814,0.0,0.95176473,0.40506712,0.0,0.0,-0.60100758,0.0,0
subscription,1.19575238,0.35196823,0.93501413,0.87791538,0.0,0.91303992,0.0,0.0,0.0,-0.92376667,-0.95841861,0
subsection,0.48328656,0.93712646,0.7853618,0.95474952,0.0,0.80471128,0.42901704,0.0,0.0,-0.88235223,-2.54532731,0
subset,1.74128804,0.80198148,0.86573327,0.94397646,0.0,0.47972816,0.43556947,0.0,0.0,-0.86751598,-0.91818482,0
subsidence,1.88530043,0.4478558,0.82838383,0.68395096,0.0,0.85218975,0.0,0.0,0.0,-0.92707992,0.0,0
subsidiary,-1.39886764,0.4679099,0.73212293,0.94169804,0.0,0.0,0.0,0.0,0.0,-0.90969443,-2.63090408,0
subsidy,1.01671883,0.0,0.92114872,0.91109782,0.0,0.91901922,0.43325922,0.0,0.0,-0.940409,-1.22739714,0
substance,-0.06872162,0.0,0.94580448,0.91293478,0.0,0.31595472,0.48629099,0.0,0.0,-0.81838524,-1.91132134,0
substitution,0.64625746,0.28589666,0.92795944,0.94255134,0.0,0.96084401,0.0,0.0,0.0,-0.68757617,-1.78341782,0
subtitle,0.37480938,0.0,0.95684907,0.81071761,0.0,0.64389861,0.43341959,0.0,0.0,-0.88855404,-1.58152145,0
suburb,-0.96775621,0.0,0.87524006,0.94459823,0.0,0.0,0.0,0.0,0.0,-0.94478065,-1.84281385,0
subway,0.51216063,0.0,0.92289904,0.94680259,0.0,0.35600945,0.0,0.0,0.0,-0.96209711,-0.75145334,0
success,1.10172161,0.0,0.80975419,0.90563539,0.0,0.93426335,0.38544697,0.0,0.0,-0.9749155,-0.95846277,0
succotash,0.52922392,0.0,0.9023307,0.92214322,0.0,0.95438382,0.4764463,0.0,0.0,-0.9395116,-1.78656852,0
suck,-3.48554289,0.0,0.0,0.2710599,0.0,0.38474408,0.0,-0.80962914,-0.58185279,-0.97594607,-1.77391887,2
sucker,0.87181744,0.28403813,0.87018004,0.81724501,0.0,0.59494174,0.0,0.0,0.0,-0.96107519,-0.73351228,0
suede,-1.0150201,0.86726889,0.45635682,0.76858801,0.0,0.0,0.0,0.0,-0.59794128,-0.97300625,-1.53628629,2
suet,1.08950257,0.77520549,0.86981392,0.9545165,0.0,0.74757266,0.40380803,0.0,0.0,-0.95137149,-1.71004254,0
suffocation,2.39427531,0.33509615,0.8715497,0.91080472,0.0,0.93735996,0.2911467,0.0,0.0,-0.95168191,0.0,0
sugar,0.7018123,0.0,0.87529787,0.97013262,0.0,0.93790287,0.49111894,0.0,0.0,-0.98541874,-1.58722126,0
suggestion,0.6819948,0.25262609,0.9116514,0.9055481,0.0,0.94169271,0.44524604,0.0,0.0,-0.90400612,-1.87076342,0
suicide,1.0579893,0.2545422,0.86860925,0.93507323,0.0,0.87253684,0.0,0.0,0.0,-0.98611784,-0.88665438,0
suit,-0.57943082,0.0,0.94637135,0.82878497,0.0,0.37481022,0.0,0.0,0.0,-0.95265967,-1.77673769,0
suitcase,-0.33893517,0.0,0.95838693,0.80853942,0.0,0.0,0.40507737,0.0,0.0,-0.93709004,-1.57384884,0
suite,0.58863699,0.87445408,0.93502381,0.90879518,0.0,0.63160506,0.0,0.0,0.0,-0.93957716,-1.82166398,0
sulfur,1.6132184,0.0,0.86100793,0.95551187,0.0,0.83892444,0.4874661,0.0,0.0,-0.95581675,-0.57387519,0
sultan,-0.4739373,0.34696302,0.63924405,0.90461397,0.0,0.25310025,0.0,-0.71433449,0.0,-0.96278906,-0.94073504,2
sum,1.16921186,0.0,0.85269561,0.94166937,0.0,0.30241817,0.0,0.0,0.0,-0.9275713,0.0,0
summary,-0.63505882,0.35516694,0.8923412,0.89919537,0.0,0.90285763,0.26986909,-0.52056617,0.0,-0.95080471,-2.48311818,0
summer,-0.10493201,0.0,0.85779709,0.89876023,0.0,0.867589,0.37332383,0.0,0.0,-0.95956564,-2.14283651,0
summit,0.53098574,0.41112173,0.86483216,0.93900743,0.0,0.89846498,0.0,0.0,0.0,-0.95229059,-1.63014996,0
sun,-0.41049275,0.0,0.76031917,0.8791841,0.0,0.0,0.36553264,0.0,0.0,-0.93447047,-1.48105818,0
sunbeam,0.57627812,0.35979253,0.93207392,0.90652624,0.0,0.75406078,0.38465625,0.0,0.0,-0.92110217,-1.83972943,0
sunbonnet,0.520776,0.26091143,0.91596687,0.89738861,0.0,0.73144215,0.26908436,0.0,0.0,-0.95558977,-1.59842765,0
sundae,0.83021647,0.0,0.93938467,0.88564074,0.0,0.93905687,0.36739603,0.0,0.0,-0.95580983,-1.34545201,0
sunday,0.20734572,0.0,0.6893729,0.85354564,0.0,0.72584251,0.0,0.0,0.0,-0.97654009,-1.08487523,0
sundial,1.37447545,0.0,0.9038161,0.89798912,0.0,0.88963243,0.41044649,0.0,0.0,-0.94730365,-0.78010505,0
sunflower,1.02139163,0.41332513,0.90339416,0.86822787,0.0,0.34266031,0.42536625,0.0,0.0,-0.97728199,-0.95430011,0
sunglasses,-3.34387046,0.0,0.37194577,0.0,0.0,0.42999548,0.34322795,-0.95192838,-0.66066086,-0.93991107,-1.93653935,2
sunlamp,-0.94786495,0.0,0.92185271,0.80595997,0.0,0.29856646,0.40685156,0.0,-0.588319,-0.96449661,-1.82828003,0
sunlight,-0.02793419,0.0,0.81161493,0.69365641,0.0,0.84486699,0.48007563,0.0,0.0,-0.95231414,-1.90583402,0
sunrise,-0.29338267,0.0,0.83921933,0.91290781,0.0,0.85542357,0.0,0.0,0.0,-0.96563691,-1.93529648,0
sunroom,-0.3398554,0.0,0.89517894,0.86359236,0.0,0.0,0.25137207,0.0,0.0,-0.94274634,-1.40725243,0
sunset,0.06679145,0.0,0.8796072,0.91758612,0.0,0.87210929,0.0,0.0,0.0,-0.96737772,-1.63513345,0
sunshine,0.14569214,0.0,0.84216657,0.87916493,0.0,0.85634002,0.47621062,0.0,0.0,-0.98135769,-1.92683232,0
superiority,-0.02803031,0.0,0.76416719,0.95992479,0.0,0.74214426,0.37577322,0.0,0.0,-0.94072676,-1.929313,0
supermarket,-0.15072814,0.0,0.90790895,0.84547997,0.0,0.61196405,0.0,0.0,0.0,-0.95921159,-1.55686951,0
supernatural,0.12663597,0.79308176,0.78628862,0.92818838,0.0,0.79272383,0.0,-0.56448472,0.0,-0.69565958,-1.91350234,0
supervision,1.6345771,0.41556132,0.81664184,0.83428848,0.0,0.95933995,0.48502302,0.0,0.0,-0.9126128,-0.96366471,0
supervisor,-1.93986845,0.33317384,0.4792884,0.75398156,0.0,0.31928122,0.0,-0.79436886,-0.70382351,-0.93963295,-1.38776815,2
supper,0.62409389,0.35722342,0.90592182,0.84153417,0.0,0.91603625,0.46746045,0.0,0.0,-0.97393751,-1.89014471,0
supplement,0.2225658,0.28414318,0.95664233,0.92755273,0.0,0.8864412,0.0,0.0,0.0,-0.93272209,-1.89949155,0
supplier,0.38070276,0.45769867,0.88825163,0.84309489,0.0,0.32628784,0.4002257,-0.62276763,0.0,-0.94619954,-0.9658888,0
supply,0.22971833,0.28143701,0.8926346,0.71745434,0.0,0.74669409,0.47749749,0.0,0.0,-0.96557492,-1.92042428,0
support,1.71330169,0.43978474,0.86578766,0.95185295,0.0,0.9270722,0.46046582,0.0,0.0,-0.9596256,-0.97203606,0
supporter,-1.98257202,0.41566315,0.77962917,0.38208094,0.0,0.0,0.0,-0.71061134,0.0,-0.94999969,-1.89933425,2
suppression,1.26176256,0.0,0.84140399,0.92879781,0.0,0.96072471,0.35761482,0.0,0.0,-0.8698737,-0.95690507,0
supreme,-2.37087736,0.34106597,0.0,0.78352195,0.0,0.0,0.0,-0.66197091,0.0,-0.90402544,-1.92946893,2
surface,1.86479634,0.27079082,0.89865583,0.94220495,0.0,0.32493067,0.3723101,0.0,0.0,-0.94409603,0.0,0
surfboard,-0.41182801,0.0,0.96037206,0.79963338,0.0,0.36626968,0.36449262,0.0,0.0,-0.96907437,-1.93352139,0
surge,0.08002588,0.40013528,0.90826693,0.94136983,0.0,0.95494404,0.31244001,0.0,0.0,-0.97024673,-2.46688348,0
surgeon,-1.02472717,0.34916359,0.78056768,0.74688867,0.0,0.34967396,0.30041209,-0.72598141,-0.58447391,-0.98165911,-1.25931871,2
surgery,0.32615364,0.0,0.90105358,0.93023205,0.0,0.94513252,0.43669707,0.0,0.0,-0.97985041,-1.90711117,0
surname,2.04950592,0.35542426,0.93836737,0.94069541,0.0,0.34193784,0.38860774,0.0,0.0,-0.91552669,0.0,0
surplus,0.95859629,0.29055703,0.92878935,0.96172598,0.0,0.77267021,0.47538167,0.0,0.0,-0.95754778,-1.51298016,0
surprise,0.69783086,0.0,0.92472535,0.91071761,0.0,0.93998083,0.34170946,0.0,0.0,-0.96975058,-1.44955182,0
surround,-2.14232048,0.0,0.34267899,0.43013644,0.0,0.36572278,0.0,-0.81521517,-0.55584139,-0.95895267,-0.95084947,2
surroundings,-3.76738524,0.0,0.26789203,0.35339913,0.0,0.0,0.0,-0.94063294,-0.57775933,-0.94043422,-1.92984992,2
surrounds,-4.21882087,0.0,0.0,0.0,0.0,0.0,0.0,-0.94929427,-0.59859675,-0.95235729,-1.71857256,2
survey,1.07485855,0.4183324,0.92229116,0.94102269,0.0,0.92532137,0.38390705,0.0,0.0,-0.98047304,-1.53554308,0
survival,0.63968182,0.30748621,0.63966423,0.93362141,0.0,0.85516229,0.30933142,0.0,0.0,-0.95659238,-1.44899136,0
survivor,-1.04071376,0.37516585,0.75456193,0.79478371,0.0,0.0,0.28645489,-0.74431843,-0.5737251,-0.97660333,-0.95703328,2
sushi,1.24438927,0.0,0.87249389,0.88551265,0.0,0.93797085,0.48948488,0.0,0.0,-0.97904909,-0.96202391,0
suspect,-0.12800264,0.0,0.47105116,0.84046668,0.0,0.0,0.25074297,-0.73590291,0.0,-0.95436054,0.0,2
suspenders,0.19704086,0.46125787,0.0,0.26807353,0.0,0.87086657,0.42607057,-0.92806011,0.0,-0.90116757,0.0,2
suspension,1.44211811,0.28504473,0.9067525,0.90153688,0.0,0.94298032,0.30386633,0.0,0.0,-0.9473998,-0.95066285,0
sustainment,2.69481051,0.41395983,0.91456521,0.93919894,0.0,0.96337694,0.44925213,0.0,0.0,-0.98554254,0.0,0
sustenance,1.82625702,0.0,0.93683547,0.93340033,0.0,0.97204092,0.48048133,0.0,0.0,-0.97996545,-0.51653558,0
swallow,-0.55724496,0.0,0.86728001,0.8659569,0.0,0.34743774,0.0,0.0,0.0,-0.98052716,-1.65739244,0
swamp,0.51343507,0.0,0.81644222,0.94876987,0.0,0.2526941,0.42722338,0.0,0.0,-0.95329869,-0.97839582,0
swan,0.72436816,0.83859468,0.87154675,0.94176325,0.0,0.65534416,0.26762903,0.0,0.0,-0.98243201,-1.8680777,0
swanling,2.04350793,0.43233249,0.79130894,0.89613554,0.0,0.90141261,0.0,0.0,0.0,-0.97768164,0.0,0
swath,-0.96856025,0.33547613,0.64671287,0.94441965,0.0,0.0,0.44899237,0.0,0.0,-0.93585199,-2.40830928,0
sweat,-0.54955316,0.0,0.89486551,0.76873145,0.0,0.75837964,0.48593667,0.0,0.0,-0.96881109,-2.48865533,0
sweater,0.13549173,0.0,0.95097691,0.88682902,0.0,0.40200612,0.47769609,0.0,0.0,-0.95458329,-1.62743312,0
sweatshirt,0.74699187,0.0,0.94752091,0.86218452,0.0,0.30237517,0.45647326,0.0,0.0,-0.93057543,-0.89098656,0
sweatshop,0.07695097,0.45109209,0.90943757,0.86503953,0.0,0.46990126,0.26048404,0.0,0.0,-0.97265822,-1.90634531,0
sweatsuit,0.09994435,0.0,0.94324464,0.77211305,0.0,0.26944634,0.0,0.0,0.0,-0.94352424,-0.94133544,0
sweets,-1.82216054,0.28088841,0.332286,0.0,0.0,0.94153616,0.46708429,-0.94491196,0.0,-0.96224111,-1.93680233,2
swell,1.09800339,0.45238501,0.93758962,0.94745627,0.0,0.8356452,0.43750846,0.0,0.0,-0.98183018,-1.53075099,0
swim,-0.68373784,0.31163493,0.9430047,0.89017576,0.0,0.94802448,0.0,0.0,0.0,-0.98636627,-2.79021144,0
swimming,1.13830453,0.0,0.85212222,0.74545741,0.0,0.9699904,0.47695261,0.0,0.0,-0.9746508,-0.93156731,0
swimsuit,0.51861361,0.0,0.94974995,0.7867589,0.0,0.25014243,0.25947368,0.0,0.0,-0.96623802,-0.76127332,0
swine,1.02307743,0.92735267,0.81080696,0.92797956,0.0,0.36360061,0.76172847,0.0,0.0,-0.91088009,-1.85751075,0
swing,-0.34827796,0.35566723,0.9391734,0.92650965,0.0,0.95045459,0.33884603,0.0,0.0,-0.97245544,-2.88647342,0
switch,0.30243701,0.0,0.91096231,0.92782697,0.0,0.88912281,0.38901863,0.0,0.0,-0.93462425,-1.87986946,0
switchboard,-0.01337942,0.46016914,0.89973885,0.90956819,0.0,0.3477537,0.25699046,0.0,0.0,-0.94941163,-1.93818814,0
switching,0.59829319,0.0,0.8428947,0.91176158,0.0,0.95402253,0.34438482,-0.56730354,0.0,-0.94012398,-0.94734293,0
swivel,0.51861465,0.40973803,0.8219471,0.85347095,0.0,0.88846999,0.0,0.0,0.0,-0.98152685,-1.47348458,0
sword,1.60999024,0.0,0.94807392,0.85564107,0.0,0.34753221,0.40348941,0.0,0.0,-0.94474638,0.0,0
swordfight,0.47667077,0.32819891,0.9318637,0.78999099,0.0,0.9661347,0.35702819,0.0,0.0,-0.97443151,-1.92211419,0
swordfish,0.77924371,0.45833483,0.75867277,0.89335784,0.0,0.79875338,0.89689505,0.0,0.0,-0.96232557,-2.0644446,0
sycamore,0.482512,0.40184224,0.83902192,0.92708224,0.0,0.69326517,0.39718923,0.0,0.0,-0.9415369,-1.8343519,0
