noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Cluster
compost,0.33739468,0.0,0.86253372,0.90404856,0.0,0.93459064,0.49055791,0.0,0.0,-0.97355843,-1.88077772,0
comprehension,-0.45790371,0.0,0.81190568,0.94934547,0.0,0.92344612,0.42133203,0.0,0.0,-0.9602176,-2.60371542,0
compress,0.17805511,0.3618342,0.85891566,0.90684915,0.0,0.78956288,0.0,0.0,0.0,-0.92740399,-1.81170279,0
compromise,0.61195451,0.30192477,0.93571797,0.90303841,0.0,0.91341433,0.41800949,0.0,0.0,-0.94681728,-1.91333318,0
comptroller,-0.24834982,0.34757385,0.43141159,0.77809879,0.0,0.0,0.0,-0.85524958,0.0,-0.95018446,0.0,2
compulsion,0.56950244,0.0,0.94421458,0.95599589,0.0,0.91710693,0.44086546,0.0,0.0,-0.96288013,-1.72580028,0
computer,0.77131805,0.0,0.94837877,0.85444206,0.0,0.3907294,0.43319079,0.0,0.0,-0.89498681,-0.96043617,0
comradeship,2.41315487,0.46958867,0.80937999,0.86030149,0.0,0.87921646,0.36401334,0.0,0.0,-0.96934509,0.0,0
con,0.10623845,0.46602839,0.76971391,0.87045535,0.0,0.79451427,0.0,-0.5405423,0.0,-0.9713062,-1.28262496,0
concentrate,0.32788435,0.0,0.71236351,0.93675432,0.0,0.26132506,0.35455289,0.0,0.0,-0.98471951,-0.95239192,0
concentration,0.53605926,0.41288838,0.79089159,0.93185306,0.0,0.87402081,0.43646094,0.0,0.0,-0.9785428,-1.93151271,0
concept,2.69661218,0.37830883,0.92899349,0.96007153,0.0,0.95692921,0.43296462,0.0,0.0,0.0,-0.96065551,1
conception,0.4942019,0.26990351,0.85357592,0.93005192,0.0,0.91991743,0.37477419,0.0,0.0,-0.96934813,-1.88467294,0
concern,1.78931856,0.35297111,0.31311274,0.88839042,0.0,0.80655479,0.41762516,0.0,0.0,-0.98933566,0.0,0
concert,1.55127338,0.38419023,0.89909577,0.83695659,0.0,0.93059471,0.0,0.0,0.0,-0.97538489,-0.52417904,0
conclusion,-0.5429042,0.0,0.89177153,0.93939316,0.0,0.7981723,0.33908024,0.0,0.0,-0.94564605,-2.56567538,0
concrete,0.68543667,0.0,0.83029097,0.90422744,0.0,0.35077354,0.48780414,0.0,0.0,-0.92042285,-0.96723658,0
condition,0.13825041,0.0,0.93486211,0.96668011,0.0,0.80075392,0.26833242,0.0,0.0,-0.74100167,-2.09137648,0
conditioner,0.93201989,0.47072539,0.84268427,0.80454332,0.0,0.75867864,0.31769729,0.0,0.0,-0.7963171,-1.46599191,0
condominium,2.32996047,0.41071624,0.9366487,0.90592051,0.0,0.75340286,0.29309779,0.0,0.0,-0.96982563,0.0,0
condor,-0.56947124,0.46308219,0.82587376,0.92057654,0.0,0.0,0.0,0.0,0.0,-0.96298748,-1.81601626,0
conduct,1.46781269,0.34155461,0.85189649,0.89433235,0.0,0.93265298,0.39956796,0.0,0.0,-0.98336703,-0.96882468,0
conductor,-0.53423059,0.4114086,0.80135724,0.81778878,0.0,0.39441273,0.0,-0.74128467,0.0,-0.89370447,-1.3242088,2
cone,-0.352182,0.31408367,0.91735712,0.90785947,0.0,0.0,0.0,0.0,0.0,-0.93634045,-1.55514181,0
confectionery,2.62449905,0.37991768,0.90044859,0.89883432,0.0,0.93353531,0.48501247,0.0,0.0,-0.97324932,0.0,0
conference,1.15258738,0.9068214,0.85659292,0.91963714,0.0,0.92957917,0.0,0.0,0.0,-0.95500493,-1.50503832,0
confidence,-0.35908476,0.0,0.41286802,0.89965039,0.0,0.71159157,0.45414734,0.0,0.0,-0.95961344,-1.87772864,0
confidentiality,1.08861279,0.0,0.76852515,0.91249627,0.0,0.81483296,0.48134768,0.0,0.0,-0.93905407,-0.94953519,0
configuration,1.03415719,0.4709653,0.936692,0.95977932,0.0,0.97161564,0.48079571,0.0,0.0,-0.87078273,-1.91490805,0
confirmation,-0.34546769,0.0,0.85093877,0.93162346,0.0,0.96732187,0.32097641,0.0,0.0,-0.96564704,-2.45068115,0
conflict,1.52660429,0.301489,0.83603865,0.95225096,0.0,0.9034977,0.41035599,0.0,0.0,-0.93733472,-0.93969327,0
conformation,2.27940676,0.42833465,0.89943239,0.94909754,0.0,0.95362261,0.0,0.0,0.0,-0.95108044,0.0,0
confusion,0.58854935,0.0,0.90753683,0.94138905,0.0,0.94547686,0.48279548,0.0,0.0,-0.79973733,-1.88891155,0
conga,1.0804784,0.45814201,0.78726897,0.92360559,0.0,0.70857322,0.0,0.0,0.0,-0.98662001,-0.81049138,0
congo,1.04601309,0.89295658,0.85919851,0.95084432,0.0,0.85624883,0.31759179,0.0,0.0,-0.95785463,-1.87297231,0
congregation,-0.22622079,0.95442849,0.73963183,0.89743131,0.0,0.60092348,0.0,-0.5396167,0.0,-0.96718705,-1.91183215,2
congress,1.148238,0.83871767,0.47818542,0.88858148,0.0,0.8303771,0.0,0.0,0.0,-0.93778288,-0.94984078,0
congressman,-2.38540226,0.26211128,0.74780673,0.42786184,0.0,0.43106431,0.0,-0.5329684,-0.85970557,-0.94688874,-1.9146837,2
congressperson,-0.96552518,0.30595469,0.62249279,0.72868118,0.0,0.0,0.0,-0.83856887,-0.83030534,-0.95377964,0.0,2
conifer,1.40533876,0.45664316,0.79791492,0.91340789,0.0,0.70973614,0.39559287,0.0,0.0,-0.96167517,-0.90628105,0
connection,0.67470399,0.33358803,0.89167064,0.94814986,0.0,0.96016562,0.39283216,0.0,0.0,-0.94205296,-1.90964937,0
connotation,1.60770264,0.0,0.89291406,0.95098701,0.0,0.86000276,0.39287096,0.0,0.0,-0.95657629,-0.53249586,0
conscience,0.09896111,0.46775052,0.81962535,0.96091709,0.0,0.28733885,0.42313829,0.0,0.0,-0.96203732,-1.89777166,0
consciousness,0.29811248,0.40778965,0.69492155,0.94374469,0.0,0.4760344,0.45220262,0.0,0.0,-0.85867971,-1.81790072,0
consensus,-0.03820556,0.46915454,0.85135859,0.94683757,0.0,0.8040939,0.39242992,-0.64272678,0.0,-0.95016271,-1.9091906,0
consent,1.34937075,0.26222068,0.76419759,0.89789173,0.0,0.8395234,0.47645333,0.0,0.0,-0.98310375,-0.90781224,0
consequence,0.1407924,0.0,0.8431733,0.94542652,0.0,0.78709558,0.44202355,0.0,0.0,-0.95847416,-1.91845238,0
conservation,0.86117455,0.38015929,0.81132686,0.94826144,0.0,0.94250548,0.4630211,0.0,0.0,-0.93920118,-1.74489844,0
conservative,-2.17172906,0.33105835,0.2763254,0.83710933,0.0,0.0,0.0,-0.85564315,-0.88508946,-0.92591327,-0.94957626,2
consideration,0.96880034,0.28316513,0.85376537,0.95152462,0.0,0.86941114,0.46215931,0.0,0.0,-0.96092528,-1.49029994,0
consignment,2.57059559,0.31925672,0.94256762,0.92613232,0.0,0.93521041,0.38097185,0.0,0.0,-0.93354332,0.0,0
consist,-4.18435675,0.0,0.0,0.0,0.0,0.27313173,0.0,-0.88532674,-0.76683652,-0.95041609,-1.85490912,2
consistency,-0.55238998,0.0,0.76363093,0.93529329,0.0,0.71227726,0.45579183,-0.55287021,0.0,-0.93511063,-1.93140244,0
console,1.04965222,0.34460431,0.95396763,0.84561637,0.0,0.37716863,0.39415497,0.0,0.0,-0.9121024,-0.95375729,0
consonant,2.06124362,0.43529665,0.93337575,0.96504819,0.0,0.86073047,0.46707588,0.0,0.0,-0.97083187,-0.62945145,0
conspiracy,1.51051447,0.47996372,0.87001923,0.92755669,0.0,0.8931756,0.26563072,0.0,0.0,-0.96855807,-0.95727342,0
conspirator,0.08060104,0.45983702,0.73464492,0.71738735,0.0,0.0,0.0,-0.8530345,0.0,-0.97823375,0.0,2
constant,-2.05704123,0.0,0.48447365,0.95844758,0.0,0.0,0.0,-0.64730608,0.0,-0.94358557,-1.90907079,2
constellation,0.71709388,0.85934958,0.93211058,0.95834509,0.0,0.47266659,0.31120974,0.0,0.0,-0.88941789,-1.9271698,0
constitution,-0.86100116,0.36928594,0.90317008,0.93978891,0.0,0.34617785,0.0,0.0,0.0,-0.73177075,-2.68765318,0
constraint,1.10861164,0.0,0.89452857,0.9418329,0.0,0.47079962,0.43345773,0.0,0.0,-0.67052227,-0.96148491,0
construction,0.81426331,0.0,0.87179446,0.92646071,0.0,0.95454401,0.45107383,0.0,0.0,-0.86003661,-1.52957308,0
consul,-0.3465738,0.39275315,0.7384195,0.82652473,0.0,0.33979771,0.0,-0.86501342,0.0,-0.93453646,-0.84451902,2
consulate,-0.02024388,0.70261192,0.85990691,0.90302572,0.0,0.26221588,0.0,0.0,0.0,-0.97626746,-1.77173686,0
consulting,1.57385278,0.33502495,0.83266154,0.88945237,0.0,0.95672289,0.47963127,0.0,0.0,-0.97943312,-0.94020712,0
consumer,-0.83706513,0.44685739,0.74011093,0.74695525,0.0,0.0,0.36845732,-0.59931171,-0.61125928,-0.96538895,-0.96348608,2
consumption,0.23587337,0.0,0.80128375,0.93879035,0.0,0.92029327,0.45908061,0.0,0.0,-0.97671139,-1.90686321,0
contact,1.6569649,0.42974845,0.79784948,0.90354034,0.0,0.93196177,0.47647792,0.0,0.0,-0.97550458,-0.90710849,0
contact lens,2.124042,0.0,0.96182519,0.90611181,0.0,0.7818194,0.38941926,0.0,0.0,-0.91513366,0.0,0
contagion,2.56036329,0.36539662,0.88748926,0.95758247,0.0,0.91930112,0.39607355,0.0,0.0,-0.96547973,0.0,0
container,-0.18646118,0.0,0.95651895,0.85236144,0.0,0.31051347,0.36314493,0.0,0.0,-0.86733484,-1.80166513,0
content,1.61937374,0.29639101,0.87449342,0.89946428,0.0,0.94468015,0.48938438,0.0,0.0,-0.92394245,-0.96109706,0
contention,-1.47459549,0.0,0.7323871,0.85506237,0.0,0.87403807,0.4629637,-0.71031702,0.0,-0.96024275,-2.72848696,0
contest,0.75015667,0.38069388,0.93395585,0.92778718,0.0,0.89989159,0.2570807,0.0,0.0,-0.93460321,-1.71464932,0
context,0.72325099,0.0,0.85785514,0.96942079,0.0,0.81667441,0.4864884,-0.54913676,0.0,-0.89839023,-0.95966077,0
continent,1.68346438,0.75687817,0.8903158,0.94992185,0.0,0.54636604,0.42922589,0.0,0.0,-0.92348802,-0.96575534,0
contingency,-0.20883748,0.36611131,0.92785808,0.96385613,0.0,0.78822055,0.42076609,0.0,0.0,-0.91386962,-2.76178002,0
continuity,0.41450122,0.26776138,0.81273893,0.96087632,0.0,0.79333392,0.45632872,0.0,0.0,-0.95309412,-1.92344391,0
contour,0.67106688,0.38798004,0.89192009,0.9066793,0.0,0.84942713,0.43668854,0.0,0.0,-0.92643625,-1.87519199,0
contract,0.16044354,0.27614984,0.91220823,0.91340482,0.0,0.83016363,0.37397733,0.0,0.0,-0.97496492,-2.17049539,0
contractor,-0.0901736,0.42035463,0.79751194,0.77130288,0.0,0.33334324,0.2537514,-0.74743456,0.0,-0.97733158,-0.94167155,2
contrail,0.73337552,0.42102867,0.89477766,0.9518773,0.0,0.88555256,0.44391322,0.0,0.0,-0.93740976,-1.92636412,0
contrary,-2.28672379,0.0,0.54729378,0.87215123,0.0,0.42384019,0.0,-0.81620926,0.0,-0.78695619,-2.52684355,2
contrast,0.63654548,0.0,0.8380371,0.95592925,0.0,0.73984352,0.40438154,-0.87210935,0.0,-0.92904598,-0.50049061,0
contribution,0.70712253,0.35534245,0.92335728,0.92223009,0.0,0.96342772,0.43823519,0.0,0.0,-0.97639042,-1.91907978,0
contributor,-0.68117616,0.43176699,0.79872534,0.88243157,0.0,0.61230564,0.25701565,-0.80114812,0.0,-0.94616359,-1.91610962,2
control,0.67362687,0.32096481,0.7360625,0.80433828,0.0,0.26833457,0.43520582,0.0,0.0,-0.91086066,-0.98041844,0
controller,0.10176647,0.44396535,0.86722594,0.80061936,0.0,0.39152515,0.29941675,0.0,0.0,-0.85307115,-1.84791493,0
controversy,0.30791917,0.25655362,0.85542908,0.93664849,0.0,0.93221551,0.47287193,-0.57521266,0.0,-0.95043367,-1.62015313,0
convection,2.71583778,0.43716022,0.86759833,0.96103939,0.0,0.96628627,0.47097933,0.0,0.0,-0.98722577,0.0,0
convenience,-0.21906757,0.0,0.90701255,0.88490376,0.0,0.48723522,0.4144626,0.0,0.0,-0.98095071,-1.93173099,0
convention,1.59586719,0.87271795,0.86298871,0.91077459,0.0,0.8908782,0.0,0.0,0.0,-0.97917366,-0.9623186,0
conversation,1.7130051,0.450037,0.88029006,0.89014125,0.0,0.9568992,0.47978374,0.0,0.0,-0.99164331,-0.95250285,0
conversion,0.91754442,0.0,0.91863298,0.94088703,0.0,0.971039,0.0,0.0,0.0,-0.95282435,-0.96019024,0
convert,-0.80361396,0.39398152,0.8249723,0.86254108,0.0,0.78514954,0.0,-0.78234959,0.0,-0.97897303,-1.90893579,2
convertible,-0.04380059,0.0,0.96149495,0.9012675,0.0,0.68800187,0.30260313,0.0,0.0,-0.95864487,-1.93852317,0
conviction,0.12467822,0.0,0.87651318,0.85518,0.0,0.85115859,0.40648046,0.0,0.0,-0.94966626,-1.91498774,0
cook,-2.80181795,0.34058589,0.76824453,0.71445477,0.0,0.32488522,0.25113642,-0.73152155,-0.56618482,-0.98910201,-2.91431642,2
cookbook,-0.61611271,0.0,0.94611004,0.74733692,0.0,0.42060161,0.3973166,0.0,0.0,-0.92237192,-2.20510596,0
cookie,1.35214993,0.0,0.93958896,0.89802352,0.0,0.8625344,0.47515023,0.0,0.0,-0.88839316,-0.93475401,0
cooking,2.079272,0.0,0.82996663,0.77516589,0.0,0.97625837,0.48710537,0.0,0.0,-0.98922426,0.0,0
coonskin,-2.14710489,0.39940453,0.62339944,0.74297902,0.0,0.0,0.0,-0.54235983,-0.71221143,-0.9191463,-1.73917031,2
cooperation,0.75460461,0.44915283,0.82732052,0.94628683,0.0,0.96248549,0.46182507,0.0,0.0,-0.98897541,-1.90349072,0
coordination,-0.14386073,0.42832446,0.77462515,0.80364335,0.0,0.96283671,0.47474971,0.0,0.0,-0.92158979,-2.66645032,0
coordinator,-2.50959355,0.42578119,0.7209304,0.46312222,0.0,0.26460651,0.0,-0.80907142,0.0,-0.9102602,-2.66470224,2
cop,-2.27801874,0.33901685,0.83734405,0.45354,0.0,0.32631814,0.0,0.0,-0.74676526,-0.92919511,-2.55827743,2
cop-out,0.62852782,0.39612442,0.90339771,0.86759883,0.0,0.92804259,0.25577763,0.0,0.0,-0.79645908,-1.92595428,0
cope,-2.15236872,0.0,0.0,0.41367269,0.0,0.0,0.0,-0.7218917,0.0,-0.93282104,-0.91132867,2
copper,-0.32735106,0.0,0.85398731,0.86083612,0.0,0.37256578,0.48868155,0.0,0.0,-0.97409171,-1.92933011,0
copy,0.22773185,0.0,0.93481129,0.86743003,0.0,0.70262051,0.40656838,0.0,0.0,-0.97482675,-1.7088716,0
copying,2.44649646,0.252473,0.88099179,0.80197841,0.0,0.96906111,0.48483482,0.0,0.0,-0.94284266,0.0,0
copyright,0.77735192,0.32004565,0.87175918,0.95462593,0.0,0.43954074,0.47551599,0.0,0.0,-0.79633594,-1.48779964,0
copywriter,-1.10007966,0.39969078,0.83262092,0.73925066,0.0,0.36248574,0.0,-0.86893749,-0.68643421,-0.91782564,-0.96093041,2
coral,0.11732107,0.8683061,0.88086441,0.9342697,0.0,0.35560048,0.48433977,0.0,-0.55950916,-0.952232,-1.89431822,0
cord,0.45207316,0.37184647,0.89589834,0.92491511,0.0,0.58175552,0.4848218,0.0,0.0,-0.93221444,-1.87494963,0
corduroy,1.50041234,0.32538286,0.86668542,0.89585996,0.0,0.82919487,0.48184559,0.0,0.0,-0.95681351,-0.94174284,0
core,1.06056052,0.95780486,0.76396656,0.94758129,0.0,0.56181884,0.29868734,0.0,0.0,-0.92525369,-1.54404467,0
cork,-0.52735487,0.0,0.92452711,0.93445432,0.0,0.74972078,0.46441561,0.0,0.0,-0.97230881,-2.62816387,0
cormorant,-0.32501507,0.40865561,0.69118699,0.83892262,0.0,0.0,0.0,0.0,0.0,-0.95618808,-1.30759221,0
corn,-0.12390602,0.0,0.86052957,0.90138233,0.0,0.44304931,0.48891488,0.0,0.0,-0.95340782,-1.86437428,0
corner,0.45219341,0.37564021,0.89668897,0.93369329,0.0,0.33463481,0.33993259,-0.52825814,0.0,-0.92942989,-0.97070843,0
cornerstone,-1.18390018,0.0,0.87192637,0.93499491,0.0,0.68621421,0.38756666,0.0,-0.57541746,-0.95352954,-2.53565532,0
cornet,0.58795705,0.3205997,0.90824729,0.94639993,0.0,0.79805443,0.35141096,0.0,0.0,-0.94170028,-1.79505497,0
cornflakes,-0.33050042,0.46670875,0.31240937,0.0,0.0,0.9443517,0.43608084,-0.93181264,-0.61029184,-0.94794661,0.0,2
cornmeal,1.2840229,0.0,0.902401,0.88407576,0.0,0.89159483,0.49015296,0.0,0.0,-0.90965205,-0.97454959,0
corporal,-0.20750678,0.46236297,0.76725534,0.77892745,0.0,0.26308274,0.0,0.0,-0.73834282,-0.81104523,-0.92974722,2
corporation,-0.80647749,0.90953678,0.76577759,0.91089654,0.0,0.0,0.0,0.0,-0.62474197,-0.98707163,-1.78087479,2
corporatism,2.52239567,0.42126673,0.7810753,0.95491764,0.0,0.87531993,0.45902723,0.0,0.0,-0.96921116,0.0,0
corps,1.13808754,0.96195835,0.77529338,0.90211755,0.0,0.75546756,0.44275948,0.0,0.0,-0.91551197,-1.78399682,0
corral,0.97734085,0.47313729,0.92144749,0.93311253,0.0,0.5794912,0.0,0.0,0.0,-0.9569065,-0.97294116,0
correspondence,0.7020874,0.38877606,0.85853308,0.90537396,0.0,0.94742054,0.48991391,0.0,0.0,-0.97245425,-1.9154759,0
correspondent,-0.83287814,0.4044655,0.80323172,0.85477695,0.0,0.39767021,0.30831701,-0.74798125,0.0,-0.95884722,-1.89451104,2
corridor,-0.65332124,0.35060501,0.94735676,0.9260177,0.0,0.38253284,0.42837587,0.0,0.0,-0.97123557,-2.71697384,0
corruption,1.18873644,0.0,0.70723084,0.90024403,0.0,0.87762463,0.4792316,0.0,0.0,-0.93822789,-0.83736676,0
corsage,0.85302952,0.45242915,0.88369146,0.93414867,0.0,0.93556979,0.35532844,0.0,0.0,-0.98141313,-1.72672486,0
cosset,-0.31314045,0.78625298,0.85513535,0.90323552,0.0,0.0,0.0,0.0,0.0,-0.97149748,-1.88626683,0
cost,0.61344817,0.0,0.83818772,0.93474072,0.0,0.37870073,0.36959326,0.0,0.0,-0.93459678,-0.97317749,0
costume,0.5344404,0.0,0.95072219,0.80867532,0.0,0.82014459,0.36230105,0.0,0.0,-0.89201671,-1.51538604,0
cot,0.31729299,0.47079462,0.92709428,0.91235277,0.0,0.38581216,0.29229113,0.0,0.0,-0.9244898,-1.74656218,0
cottage,0.10270864,0.38617134,0.94735372,0.88606289,0.0,0.0,0.43114796,0.0,0.0,-0.97439688,-1.57363039,0
cotton,0.13137832,0.0,0.87510478,0.83075476,0.0,0.41480923,0.48751339,0.0,0.0,-0.96993089,-1.50687295,0
couch,0.48783621,0.0,0.93290806,0.82916886,0.0,0.31023276,0.36280307,0.0,0.0,-0.97148746,-0.97578907,0
cougar,-0.64237493,0.76698568,0.808539,0.7803517,0.0,0.0,0.32249653,0.0,-0.77874947,-0.98273599,-1.55926239,2
cough,-0.11796767,0.0,0.90911609,0.89567792,0.0,0.84209117,0.29830936,0.0,0.0,-0.9745841,-2.0885781,0
council,1.47695103,0.95021835,0.45989579,0.88787234,0.0,0.72422773,0.0,0.0,0.0,-0.93947238,-0.60579079,0
councilman,-1.15421194,0.303682,0.69284034,0.45260009,0.0,0.0,0.0,-0.84046817,-0.80812091,-0.95474529,0.0,2
councilor,-1.65011731,0.27043229,0.43585593,0.73112813,0.0,0.0,0.0,-0.88327038,-0.50092059,-0.92908412,-0.77425855,2
councilperson,-1.51859054,0.26392817,0.36838114,0.43965492,0.0,0.0,0.0,-0.89828169,-0.73606074,-0.95621234,0.0,2
counsel,-0.17356321,0.767719,0.48053437,0.72696808,0.0,0.29073623,0.4732908,0.0,0.0,-0.937379,-1.97543269,0
counseling,1.80051935,0.25685561,0.83056608,0.77429074,0.0,0.96376345,0.4786731,0.0,0.0,-0.97092062,-0.532709,0
counselling,2.0808306,0.0,0.82456049,0.81004885,0.0,0.96878526,0.45086962,0.0,0.0,-0.97343361,0.0,0
counsellor,-0.64160183,0.37224686,0.7762582,0.70985198,0.0,0.0,0.0,-0.85910666,0.0,-0.92709941,-0.71375281,2
counselor,-0.82503554,0.34942678,0.77138188,0.71517003,0.0,0.29600677,0.25306785,-0.73073816,-0.55464202,-0.95835131,-0.96635735,2
count,0.02143329,0.32446823,0.84898254,0.90067193,0.0,0.8854368,0.25478446,-0.53963059,0.0,-0.9168874,-1.73639268,0
counter,0.53074628,0.27414706,0.90722379,0.91809052,0.0,0.28339887,0.0,0.0,0.0,-0.88545406,-0.9666599,0
counter-force,1.12840346,0.7999289,0.84381443,0.862728,0.0,0.91633224,0.43709335,0.0,0.0,-0.90959471,-1.82189876,0
counterpart,-2.68196139,0.43353933,0.46810549,0.40577796,0.0,0.30149883,0.0,-0.62757105,0.0,-0.9402737,-2.72303826,2
counterterrorism,-0.64244616,0.0,0.36365947,0.93407175,0.0,0.48750722,0.39135492,0.0,0.0,-0.91388208,-1.90515745,0
countess,-0.62950242,0.42886838,0.75473636,0.86853731,0.0,0.0,0.33020547,-0.90059799,-0.52005368,-0.95194662,-0.63925165,2
country,-0.49899477,0.40670082,0.29396245,0.93181458,0.0,0.0,0.3168799,0.0,-0.55198574,-0.93328851,-0.96307826,2
countryside,-0.47466019,0.0,0.79903126,0.8500137,0.0,0.36385718,0.40532872,0.0,0.0,-0.96043056,-1.93246049,0
county,0.74118817,0.67449158,0.69507369,0.95184955,0.0,0.0,0.25453669,0.0,0.0,-0.9324398,-0.90232354,0
couple,0.53757468,0.9101896,0.33215556,0.83959612,0.0,0.40081912,0.0,-0.96367514,0.0,-0.98151058,0.0,2
coupon,0.19074723,0.0,0.94920066,0.9010621,0.0,0.71491426,0.34867802,0.0,0.0,-0.97836947,-1.74473834,0
courage,1.01003718,0.0,0.76011899,0.90302196,0.0,0.79299739,0.47280774,0.0,0.0,-0.98666233,-0.93224657,0
course,0.72845927,0.3326498,0.92414415,0.93939757,0.0,0.92579046,0.36503729,0.0,0.0,-0.94184369,-1.81671631,0
court,-0.25425911,0.93798178,0.44285241,0.77898118,0.0,0.0,0.0,0.0,0.0,-0.94516975,-1.46890473,2
courthouse,-1.05246389,0.0,0.81842172,0.95401359,0.0,0.0,0.0,0.0,0.0,-0.94947672,-1.87542248,0
courtroom,-0.57166746,0.65728876,0.83362666,0.82357922,0.0,0.0,0.0,0.0,0.0,-0.96639669,-1.91976541,0
cousin,-1.64746711,0.0,0.80389932,0.82772383,0.0,0.35776511,0.32733458,-0.59437472,-0.50791162,-0.96192056,-1.89998305,2
covariate,0.87669596,0.4185732,0.85296291,0.96102291,0.0,0.86891383,0.41165909,0.0,0.0,-0.97274047,-1.66369551,0
cover,0.87854964,0.0,0.9325068,0.81031859,0.0,0.69761163,0.36981976,0.0,0.0,-0.96185702,-0.96985012,0
coverage,1.65278912,0.35989326,0.85633475,0.92765385,0.0,0.96263665,0.48214984,0.0,0.0,-0.96926022,-0.96661901,0
coverall,0.39476183,0.36408293,0.92183122,0.83295679,0.0,0.46708286,0.0,0.0,0.0,-0.92970628,-1.2614857,0
cow,-0.86943576,0.0,0.92331848,0.88698778,0.0,0.27463129,0.45901448,0.0,-0.6338222,-0.972803,-1.80676258,0
cowbell,-0.20157772,0.0,0.85397601,0.8864091,0.0,0.31524143,0.28718117,0.0,-0.60726726,-0.97920913,-0.95790905,0
cowboy,-1.57092541,0.30477679,0.79937664,0.45611918,0.0,0.0,0.31632444,0.0,-0.80519235,-0.98757726,-1.65475285,2
coyote,-0.38945177,0.67374295,0.82034549,0.83789685,0.0,0.0,0.30047223,0.0,-0.70958674,-0.94408536,-1.3682372,2
crab,-1.03933293,0.6428121,0.88144499,0.9122107,0.0,0.36010522,0.47496626,0.0,-0.57868952,-0.89147121,-2.84071147,0
crack,-0.59031039,0.0,0.88309959,0.94983613,0.0,0.76279092,0.40457287,0.0,0.0,-0.94537807,-2.64523184,0
cracker,0.59768051,0.29279733,0.93743789,0.79920781,0.0,0.91727456,0.39508513,0.0,0.0,-0.9609347,-1.78318751,0
crackers,-0.56502619,0.26300436,0.32545146,0.0,0.0,0.91237929,0.43671933,-0.93610424,-0.61088973,-0.95558667,0.0,2
cradle,0.22389325,0.0,0.93464112,0.81622687,0.0,0.41384077,0.0,0.0,0.0,-0.9710145,-0.96980101,0
craft,-1.40472329,0.36096272,0.93939885,0.38232791,0.0,0.94477674,0.44799224,0.0,-0.69999754,-0.93170804,-2.84847617,2
craftsman,-1.2942706,0.35899562,0.74565706,0.44866559,0.0,0.31166971,0.35452172,-0.81612331,-0.84881496,-0.96541756,-0.88342446,2
cranberry,1.39687824,0.0,0.92305684,0.94554847,0.0,0.9151701,0.47336295,0.0,0.0,-0.97363186,-0.88662827,0
crane,0.23097247,0.43786344,0.92221189,0.87201583,0.0,0.37223452,0.28510931,0.0,0.0,-0.96377963,-1.6946829,0
cranky,-0.37727314,0.43156156,0.0,0.7704553,0.0,0.27363846,0.0,-0.89828438,0.0,-0.95464408,0.0,2
crap,0.87759969,0.29217315,0.79218513,0.95593515,0.0,0.8622956,0.4860886,0.0,0.0,-0.68630576,-1.82477218,0
crash,-0.56690511,0.31430143,0.92001513,0.91337463,0.0,0.92667344,0.0,0.0,0.0,-0.95046914,-2.69080061,0
crate,0.19131038,0.0,0.9559598,0.87569013,0.0,0.34059915,0.46250471,0.0,0.0,-0.92937225,-1.51407117,0
cravat,0.64078608,0.42182192,0.91230637,0.91552511,0.0,0.92818934,0.37439999,0.0,0.0,-0.98625118,-1.92520547,0
craw,0.01421228,0.34363893,0.77123326,0.94714749,0.0,0.68465728,0.0,0.0,0.0,-0.97303009,-1.75943458,0
crawdad,0.55889252,0.4721826,0.82713038,0.93010244,0.0,0.7809329,0.36824635,0.0,0.0,-0.95563173,-1.86407042,0
crayfish,1.0468823,0.89561662,0.38116723,0.90387505,0.0,0.76256955,0.74260759,0.0,0.0,-0.93012851,-1.70882523,0
crayon,-0.18961832,0.0,0.88392022,0.84602937,0.0,0.35141742,0.46310398,0.0,0.0,-0.83382708,-1.90026224,0
crazy,-1.14829379,0.4604266,0.35636622,0.74073392,0.0,0.48058653,0.27842793,-0.70362425,0.0,-0.84770119,-1.91350955,2
cream,0.85552204,0.28015357,0.88863844,0.94252387,0.0,0.87394252,0.49023366,0.0,0.0,-0.95958847,-1.66038156,0
creation,0.97120598,0.42695984,0.91739807,0.85898623,0.0,0.92929399,0.3791489,0.0,0.0,-0.98565888,-1.55492216,0
creationism,2.01497996,0.38291419,0.69472709,0.94431916,0.0,0.4804419,0.46254328,0.0,0.0,-0.94996566,0.0,0
creationist,-1.32907593,0.43199256,0.58412331,0.74702266,0.0,0.0,0.0,-0.88825393,-0.74385387,-0.95426476,-0.50584191,2
creative,-0.60127306,0.48504654,0.64666757,0.88506705,0.0,0.3542774,0.28200635,-0.77451181,-0.58289784,-0.94515383,-0.95177448,2
creativity,0.70762604,0.29914078,0.84036994,0.94721729,0.0,0.9580926,0.48709714,0.0,0.0,-0.9698745,-1.8544172,0
creator,-1.45109919,0.36594531,0.71134681,0.82883421,0.0,0.25586656,0.0,-0.75372595,0.0,-0.95949012,-1.899876,2
creature,-0.33761537,0.46217433,0.83740744,0.85328335,0.0,0.0,0.40985656,0.0,0.0,-0.97752833,-1.92280871,0
creche,0.78630334,0.47094151,0.92779046,0.95643011,0.0,0.93085846,0.38763675,0.0,0.0,-0.96032834,-1.92702562,0
